3.753213286399841309e-01;-6.048679351806640625e-01;1.773658633232116699e+00;-1.202309727668762207e+00;8.211233615875244141e-01;5.220735073089599609e-01;6.489055752754211426e-01;-2.716185152530670166e-01;-4.234828948974609375e-01;-2.589938044548034668e-01;4.995193779468536377e-01;2.822930514812469482e-01;3.842450976371765137e-01;0.000000000000000000e+00
2.375816255807876587e-01;2.853510379791259766e-01;8.641145378351211548e-02;2.175102829933166504e-01;1.579186558723449707e+00;-1.098649263381958008e+00;-1.390769839286804199e+00;1.267075300216674805e+00;-2.392181009054183960e-01;1.714487075805664062e+00;-1.508494853973388672e+00;-1.418993115425109863e+00;2.632988691329956055e-01;2.000000000000000000e+00
8.732011169195175171e-02;3.293354034423828125e+00;-7.751615643501281738e-01;6.907836198806762695e-01;-9.982284307479858398e-01;5.561940073966979980e-01;6.183104515075683594e-01;-5.955540537834167480e-01;7.742382884025573730e-01;-1.098772883415222168e+00;-9.757564067840576172e-01;7.516133785247802734e-01;-1.127582788467407227e+00;1.000000000000000000e+00
-9.144232869148254395e-01;1.494174718856811523e+00;-5.238694548606872559e-01;-2.557630538940429688e-01;9.727360010147094727e-01;-1.559275746345520020e+00;-1.288786053657531738e+00;-6.765379309654235840e-01;-8.288654685020446777e-01;1.256807446479797363e+00;-1.303595423698425293e+00;-8.616752028465270996e-01;3.086537122726440430e-01;2.000000000000000000e+00
-2.382465004920959473e-01;3.603168427944183350e-01;4.812990725040435791e-01;8.485413789749145508e-01;9.727360010147094727e-01;-1.388673305511474609e+00;-6.972802281379699707e-01;-1.081457376480102539e+00;-6.077476739883422852e-01;2.344321250915527344e+00;-2.000253438949584961e+00;-1.638986945152282715e+00;-8.252171874046325684e-01;2.000000000000000000e+00
-1.678252696990966797e+00;-2.112974375486373901e-01;4.095013439655303955e-01;7.223351597785949707e-01;-1.149841070175170898e+00;-5.868420600891113281e-01;-3.607337474822998047e-01;8.621558547019958496e-01;-4.419093728065490723e-01;-1.014794945716857910e+00;1.307004392147064209e-01;2.382942736148834229e-01;-2.204860448837280273e-01;1.000000000000000000e+00
-9.519886970520019531e-01;-9.328433275222778320e-01;-1.457240223884582520e+00;-9.800527244806289673e-02;-5.433904528617858887e-01;1.126277744770050049e-01;-3.790547372773289680e-03;1.333009004592895508e-01;9.032236337661743164e-01;-1.056783914566040039e+00;-4.430179297924041748e-01;6.342833042144775391e-01;-1.333191394805908203e+00;1.000000000000000000e+00
-3.509426414966583252e-01;1.484803915023803711e+00;1.941080838441848755e-01;1.164056897163391113e+00;1.388664543628692627e-01;9.144590497016906738e-01;5.163266658782958984e-01;4.572364389896392822e-01;6.636793613433837891e-01;-1.111369609832763672e+00;9.093182086944580078e-01;7.956121563911437988e-01;-8.766193389892578125e-01;1.000000000000000000e+00
9.888891577720642090e-01;-3.612290322780609131e-01;1.199276566505432129e+00;-6.974848508834838867e-01;1.200155019760131836e+00;1.204483151435852051e+00;7.610877752304077148e-01;1.333009004592895508e-01;1.661644428968429565e-01;4.548183977603912354e-01;6.634389162063598633e-01;5.022869706153869629e-01;1.880954623222351074e+00;0.000000000000000000e+00
1.652544140815734863e+00;-3.424876034259796143e-01;1.342872142791748047e+00;2.175102829933166504e-01;1.579186558723449707e+00;8.632783293724060059e-01;1.118030905723571777e+00;-3.526023924350738525e-01;7.005323767662048340e-01;4.128294587135314941e-01;4.175596237182617188e-01;9.163167327642440796e-02;1.593707323074340820e+00;0.000000000000000000e+00
6.508007645606994629e-01;-4.455655813217163086e-01;9.479844570159912109e-01;2.175102829933166504e-01;-2.401651740074157715e-01;4.026518464088439941e-01;5.775169730186462402e-01;-7.575218081474304199e-01;1.293114870786666870e-01;-7.124745249748229980e-01;6.224590539932250977e-01;1.807584047317504883e+00;2.784171402454376221e-01;0.000000000000000000e+00
-1.527991175651550293e+00;3.696875870227813721e-01;2.060849666595458984e+00;2.175102829933166504e-01;2.904790937900543213e-01;-9.280468225479125977e-01;-1.398892421275377274e-02;1.833962440490722656e+00;-9.947037696838378906e-01;-5.949054360389709473e-01;1.073237776756286621e+00;-1.283622235059738159e-01;-4.412129223346710205e-01;1.000000000000000000e+00
1.114107131958007812e+00;-3.612290322780609131e-01;1.630063056945800781e+00;2.820094674825668335e-02;5.937044024467468262e-01;1.119181871414184570e+00;9.446585178375244141e-01;-2.866686135530471802e-02;3.135762810707092285e-01;-3.009827733039855957e-01;1.155197501182556152e+00;1.191601157188415527e+00;4.900730550289154053e-01;0.000000000000000000e+00
-1.452860355377197266e+00;-7.641702890396118164e-01;-1.277745842933654785e+00;4.699227213859558105e-01;-9.982284307479858398e-01;-5.356613397598266602e-01;-4.525191485881805420e-01;-5.955540537834167480e-01;-1.102327406406402588e-01;-1.371701121330261230e+00;-7.419897615909576416e-02;1.088937401771545410e+00;-7.798623442649841309e-01;1.000000000000000000e+00
-1.653209090232849121e+00;-3.799704909324645996e-01;-1.529037952423095703e+00;-1.044551968574523926e+00;-1.643588393926620483e-01;-1.166890144348144531e+00;-4.831142723560333252e-01;-2.716185152530670166e-01;-8.104389905929565430e-01;-5.949054360389709473e-01;1.073237776756286621e+00;-6.563475728034973145e-01;-9.824472665786743164e-01;1.000000000000000000e+00
-1.665730834007263184e+00;-5.767557621002197266e-01;9.838833212852478027e-01;2.110603570938110352e+00;-8.466157913208007812e-01;-6.380227804183959961e-01;-4.423207640647888184e-01;2.142847776412963867e-01;-4.603358507156372070e-01;-1.098772883415222168e+00;1.605976223945617676e+00;9.129422307014465332e-01;-5.772774219512939453e-01;1.000000000000000000e+00
1.076541662216186523e+00;1.719072103500366211e+00;1.223103255033493042e-01;5.975250154733657837e-02;-7.708094120025634766e-01;-8.427456617355346680e-01;-1.237794160842895508e+00;8.621558547019958496e-01;-5.495330691337585449e-02;1.592719078063964844e+00;-1.631434559822082520e+00;-1.389660596847534180e+00;-8.252171874046325684e-01;2.000000000000000000e+00
