-9.905419945716857910e-01;9.808204174041748047e-01;-1.416398286819458008e+00;-3.237717449665069580e-01;-2.706307470798492432e-01;-3.601977527141571045e-01;2.596381306648254395e-01;2.467166632413864136e-02;1.189285755157470703e+00;4.492164775729179382e-02;-1.148530960083007812e+00;0.000000000000000000e+00
3.012472987174987793e-01;1.999163746833801270e+00;-7.537182569503784180e-01;5.819300413131713867e-01;-7.806275971233844757e-03;-1.106113314628601074e+00;-9.649075865745544434e-01;1.374356985092163086e+00;8.676107525825500488e-01;-7.926514744758605957e-01;9.734224677085876465e-01;0.000000000000000000e+00
3.012472987174987793e-01;-2.272220611572265625e+00;8.774942755699157715e-01;-5.250387787818908691e-01;-2.706307470798492432e-01;-5.466766357421875000e-01;-7.608166337013244629e-01;-6.397888064384460449e-01;6.746057271957397461e-01;5.474655032157897949e-01;1.342457890510559082e+00;1.000000000000000000e+00
1.143718600273132324e+00;6.696599721908569336e-01;-1.929889470338821411e-01;1.458514034748077393e-01;3.358872532844543457e-01;1.224872827529907227e+00;1.721705794334411621e-01;1.582000851631164551e+00;-4.190894365310668945e-01;4.492164775729179382e-02;-5.027189850807189941e-01;0.000000000000000000e+00
1.087553858757019043e+00;4.733908176422119141e-02;1.030420422554016113e+00;-5.541566014289855957e-02;-5.132379531860351562e-01;-9.196344614028930664e-01;-6.441932320594787598e-01;1.582000851631164551e+00;-1.191109538078308105e+00;-4.017840027809143066e-01;-1.056272029876708984e+00;0.000000000000000000e+00
8.067300915718078613e-01;2.593197345733642578e+00;2.148141860961914062e-01;-1.895937025547027588e-01;-2.099789530038833618e-01;1.784309625625610352e+00;3.058599710464477539e+00;6.476033329963684082e-01;-3.547544479370117188e-01;-1.016004323959350586e+00;-9.640132188796997070e-01;0.000000000000000000e+00
1.705366134643554688e+00;-1.480175852775573730e+00;8.265188932418823242e-01;6.825635433197021484e-01;-3.514998257160186768e-01;-9.196344614028930664e-01;-8.191283345222473145e-01;9.590691924095153809e-01;-1.191109538078308105e+00;8.824947476387023926e-01;-1.056272029876708984e+00;0.000000000000000000e+00
2.772496461868286133e+00;-5.184071660041809082e-01;1.540174365043640137e+00;-4.579497873783111572e-01;-3.717170953750610352e-01;-8.047940582036972046e-02;-2.068554908037185669e-01;1.893466711044311523e+00;-1.577119588851928711e+00;-9.601660966873168945e-01;-1.333048582077026367e+00;0.000000000000000000e+00
1.817695617675781250e+00;-2.921086847782135010e-01;8.265188932418823242e-01;-6.592168211936950684e-01;1.185012459754943848e+00;1.877549052238464355e+00;1.138588711619377136e-01;8.344828486442565918e-01;4.816006720066070557e-01;1.105847597122192383e+00;-5.027189850807189941e-01;0.000000000000000000e+00
-1.102871537208557129e+00;9.525331258773803711e-01;-1.416398286819458008e+00;-6.256723403930664062e-01;-6.749761104583740234e-01;-8.263949751853942871e-01;-1.023219347000122070e+00;-2.664316654205322266e+00;1.060615777969360352e+00;-7.368132472038269043e-01;2.265046358108520508e+00;0.000000000000000000e+00
