4.119656562805175781e+00;6.185341477394104004e-01;1.118731021881103516e+00;1.105338454246520996e+00;1.856461167335510254e-01;-5.663567781448364258e-01;-6.910555362701416016e-01;3.408183097839355469e+00;-2.500025749206542969e+00;4.810648858547210693e-01;6.336394548416137695e-01;0.000000000000000000e+00
-6.572949886322021484e-01;-1.047056078910827637e+00;-3.158811032772064209e-01;-4.065779224038124084e-02;-2.661582827568054199e-01;2.372508049011230469e+00;6.617858409881591797e-01;-4.931077361106872559e-01;3.818745017051696777e-01;-7.077969908714294434e-01;-2.965430021286010742e-01;0.000000000000000000e+00
-8.279004096984863281e-01;1.543532907962799072e-01;-1.238131761550903320e+00;-7.147732377052307129e-01;-1.766586117446422577e-02;1.898497581481933594e+00;3.967276716139167547e-04;-8.356078863143920898e-01;1.406550168991088867e+00;-5.294677019119262695e-01;1.685482114553451538e-01;0.000000000000000000e+00
3.663374483585357666e-01;7.004484534263610840e-01;-5.208256840705871582e-01;2.963999211788177490e-01;-2.209778279066085815e-01;-1.040367245674133301e+00;-9.916869401931762695e-01;4.380645751953125000e-01;-1.304633468389511108e-01;-6.483538746833801270e-01;-1.748827844858169556e-02;0.000000000000000000e+00
-8.279004096984863281e-01;-7.193989157676696777e-01;-6.745341420173645020e-01;-1.080693379044532776e-01;-4.025607928633689880e-02;4.764662086963653564e-01;-1.799821108579635620e-01;9.939367882907390594e-03;7.661278843879699707e-01;-1.728091537952423096e-01;-6.686159968376159668e-01;0.000000000000000000e+00
-3.729526698589324951e-01;-1.483932137489318848e+00;1.452442109584808350e-01;-5.799501538276672363e-01;-6.276018023490905762e-01;3.816641271114349365e-01;-2.401084005832672119e-01;-1.006857991218566895e+00;-1.304633468389511108e-01;-1.123898625373840332e+00;3.545846939086914062e-01;0.000000000000000000e+00
1.388635784387588501e-01;9.974376857280731201e-02;-9.307149052619934082e-01;4.986345767974853516e-01;-4.242897927761077881e-01;-7.559609413146972656e-01;-8.714343309402465820e-01;3.042754530906677246e-01;-5.147167444229125977e-01;-1.302227854728698730e+00;-3.895612657070159912e-01;0.000000000000000000e+00
-1.112242817878723145e+00;2.089627981185913086e-01;-1.289367914199829102e+00;-5.125386118888854980e-01;-4.468800127506256104e-01;-1.135169267654418945e+00;-1.051813244819641113e+00;1.169706657528877258e-01;9.582545757293701172e-01;1.244063153862953186e-01;-8.546524643898010254e-01;0.000000000000000000e+00
-3.160841763019561768e-01;-1.733037978410720825e-01;-7.770064473152160645e-01;-5.125386118888854980e-01;2.060634374618530273e+00;-9.455651044845581055e-01;-7.511817812919616699e-01;-4.181858301162719727e-01;-1.945055723190307617e-01;1.253825068473815918e+00;-5.755977630615234375e-01;0.000000000000000000e+00
2.512663602828979492e-02;5.639246702194213867e-01;4.526610970497131348e-01;-3.777155280113220215e-01;5.010479688644409180e-02;-9.234631806612014771e-02;2.709649801254272461e-01;3.577910959720611572e-01;-2.378890290856361389e-03;-5.294677019119262695e-01;-1.748827844858169556e-02;0.000000000000000000e+00
