3.932418823242187500e-01;0.000000000000000000e+00;6.618391275405883789e-01;3.243282139301300049e-01;4.014002084732055664e-01;7.347578406333923340e-01;2.959502637386322021e-01;8.792983293533325195e-01;-5.993242934346199036e-02;1.284062147140502930e+00;-2.975696623325347900e-01;1.469124794006347656e+00;-5.459930896759033203e-01;1.657159686088562012e+00;-8.047704100608825684e-01;1.624146461486816406e+00;-1.168232679367065430e+00;1.750488519668579102e+00;-1.390135169029235840e+00;1.495726585388183594e+00;-1.677278280258178711e+00;8.703625798225402832e-01;-1.951199054718017578e+00;6.508343815803527832e-01;-2.328920602798461914e+00;3.968354761600494385e-01;-2.737517595291137695e+00;-1.690099947154521942e-02;-2.086552858352661133e+00;-3.995493650436401367e-01;-1.744810104370117188e+00;-7.419417500495910645e-01;-1.787996530532836914e+00;-1.161319851875305176e+00;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;7.070734500885009766e-01;-2.284816950559616089e-01;7.438456416130065918e-01;1.086235523223876953e+00;9.106355905532836914e-01;-6.806642562150955200e-02;9.327721595764160156e-01;-3.467732667922973633e-02;8.884255290031433105e-01;-2.330667018890380859e+00;9.261849522590637207e-01;-1.007105112075805664e+00;9.798541665077209473e-01;-4.594394862651824951e-01;9.729627370834350586e-01;4.192010313272476196e-02;9.972873926162719727e-01;-1.100113391876220703e+00;1.072178483009338379e+00;-5.594486594200134277e-01;9.961905479431152344e-01;-1.782876610755920410e+00;1.018848776817321777e+00;-1.053229331970214844e+00;8.557496666908264160e-01;-1.465234398841857910e+00;1.039382219314575195e+00;-1.971311211585998535e+00;1.111959218978881836e+00;-1.595544934272766113e+00;1.219030022621154785e+00;-1.130775809288024902e+00;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;-5.851727128028869629e-01;3.536140024662017822e-01;-3.054409921169281006e-01;2.759908139705657959e-01;-3.780935704708099365e-01;1.409799307584762573e-01;-7.956444472074508667e-02;4.725998938083648682e-01;-3.113504648208618164e-01;8.091618418693542480e-01;-5.138946771621704102e-01;8.877547979354858398e-01;-5.959176421165466309e-01;9.319134354591369629e-01;-7.482002377510070801e-01;1.031002163887023926e+00;-8.921258449554443359e-01;1.046294689178466797e+00;-1.028564453125000000e+00;7.837255597114562988e-01;-1.139839529991149902e+00;6.347234845161437988e-01;-1.892751216888427734e+00;4.847286045551300049e-01;-2.017448902130126953e+00;2.772945463657379150e-01;-1.689190268516540527e+00;3.346759080886840820e-01;-1.188190102577209473e+00;-1.018867567181587219e-01;-1.159830451011657715e+00;-6.295412182807922363e-01;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;6.220660805702209473e-01;-3.468101322650909424e-01;1.845537684857845306e-02;-5.075526833534240723e-01;8.314836025238037109e-01;-6.036189198493957520e-01;8.760319948196411133e-01;-2.782396376132965088e-01;7.501507401466369629e-01;-3.803848326206207275e-01;6.561217904090881348e-01;-6.933452486991882324e-01;9.798541665077209473e-01;-7.828560471534729004e-01;9.611717462539672852e-01;-4.724687337875366211e-01;9.765428900718688965e-01;-3.544647097587585449e-01;1.072178483009338379e+00;-5.705742239952087402e-01;8.819885253906250000e-01;-6.794990301132202148e-01;1.018848776817321777e+00;-3.116978704929351807e-01;6.360733509063720703e-01;-5.636779069900512695e-01;7.210396528244018555e-01;-4.854050874710083008e-01;9.257361888885498047e-01;-7.076211571693420410e-01;6.461941599845886230e-01;-9.898892641067504883e-01;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;-7.101286202669143677e-02;-1.446109563112258911e-01;9.362053871154785156e-02;-1.543891131877899170e-01;-1.153787001967430115e-01;-3.370852768421173096e-01;-1.147245056927204132e-02;-3.757263720035552979e-01;3.784844279289245605e-01;-5.120065808296203613e-01;2.363974004983901978e-01;-2.439991831779479980e-01;2.427081018686294556e-01;3.259313851594924927e-02;3.901917040348052979e-01;1.792099773883819580e-01;3.217414915561676025e-01;-1.135961432009935379e-02;3.078323006629943848e-01;-4.731307923793792725e-02;5.231176614761352539e-01;-2.215996570885181427e-02;1.679104864597320557e-01;-8.982433006167411804e-03;1.801195554435253143e-02;2.125590667128562927e-02;3.304991722106933594e-01;-2.974825352430343628e-02;4.115180373191833496e-01;-1.534531861543655396e-01;2.821766436100006104e-01;3.006679750978946686e-02;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;3.122944757342338562e-02;8.537568449974060059e-01;-3.500931859016418457e-01;1.336324572563171387e+00;-1.151039242744445801e+00;1.387397885322570801e+00;-1.586135625839233398e+00;1.239985942840576172e+00;-2.020808219909667969e+00;6.755084395408630371e-01;-2.096759557723999023e+00;-6.285437196493148804e-02;-1.900830030441284180e+00;-7.272610664367675781e-01;-1.411708116531372070e+00;-1.467500209808349609e+00;-6.465655565261840820e-01;-1.550299644470214844e+00;-1.811662614345550537e-01;-1.494282484054565430e+00;2.762059867382049561e-01;-9.104096889495849609e-01;5.547236204147338867e-01;-3.004628419876098633e-01;3.609634041786193848e-01;4.369091391563415527e-01;9.979847818613052368e-02;1.127657890319824219e+00;-2.448136657476425171e-01;1.357717037200927734e+00;-1.009463191032409668e+00;1.455511927604675293e+00;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;4.756579697132110596e-01;-5.601719617843627930e-01;7.438456416130065918e-01;5.264170765876770020e-01;5.274616479873657227e-01;1.178231984376907349e-01;6.482319235801696777e-01;-3.309702575206756592e-01;7.251655459403991699e-01;-4.428721368312835693e-01;6.831986904144287109e-01;2.914922237396240234e-01;6.315612792968750000e-01;3.972274363040924072e-01;4.735234677791595459e-01;1.086910963058471680e+00;5.426971316337585449e-01;7.510164380073547363e-01;6.338967084884643555e-01;4.581696689128875732e-01;9.961905479431152344e-01;6.751465201377868652e-01;2.379626929759979248e-01;1.050110816955566406e+00;2.639937698841094971e-01;9.712868332862854004e-01;7.120063304901123047e-01;1.118170380592346191e+00;1.390227228403091431e-01;1.246655225753784180e+00;3.233875930309295654e-01;1.030025720596313477e+00;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;7.070734500885009766e-01;5.182092785835266113e-01;7.438456416130065918e-01;-1.879183799028396606e-01;9.106355905532836914e-01;-1.026088744401931763e-01;9.327721595764160156e-01;-3.636100590229034424e-01;8.670194745063781738e-01;2.979415953159332275e-01;9.261849522590637207e-01;-9.498306363821029663e-02;9.798541665077209473e-01;-3.841952234506607056e-02;9.040331840515136719e-01;-5.390943884849548340e-01;7.520409226417541504e-01;-1.272001415491104126e-01;1.072178483009338379e+00;1.793717406690120697e-02;9.950774312019348145e-01;5.385501980781555176e-01;1.018848776817321777e+00;-6.904599666595458984e-01;7.854579687118530273e-01;-3.167141601443290710e-02;8.122125864028930664e-01;4.319479167461395264e-01;1.019368529319763184e+00;-5.205978155136108398e-01;8.496919870376586914e-01;-2.675478160381317139e-01;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;6.103716492652893066e-01;-7.713939994573593140e-02;6.485889554023742676e-01;-2.975048720836639404e-01;7.677482962608337402e-01;-2.891727983951568604e-01;8.295562267303466797e-01;-4.194727838039398193e-01;8.280805349349975586e-01;-2.934983074665069580e-01;8.305297493934631348e-01;-5.851640179753303528e-02;8.951563835144042969e-01;-1.572247594594955444e-01;9.271124005317687988e-01;-5.175378546118736267e-02;9.162237644195556641e-01;1.434195190668106079e-01;9.524123668670654297e-01;9.803411364555358887e-02;8.819553256034851074e-01;2.234582751989364624e-01;9.198836088180541992e-01;8.179589360952377319e-02;7.287698388099670410e-01;9.682757407426834106e-02;9.221206903457641602e-01;1.359823346138000488e-01;1.010625243186950684e+00;-1.025522500276565552e-01;1.058905243873596191e+00;-1.355550345033407211e-02;1.000000000000000000e+00
3.932418823242187500e-01;0.000000000000000000e+00;4.855319559574127197e-01;7.356870174407958984e-01;7.002884149551391602e-02;1.223092198371887207e+00;-6.321637630462646484e-01;1.441070675849914551e+00;-1.103424668312072754e+00;1.404751181602478027e+00;-1.525322198867797852e+00;1.228446125984191895e+00;-1.774512052536010742e+00;9.154860973358154297e-01;-1.903177857398986816e+00;4.301849603652954102e-01;-1.929214954376220703e+00;-2.161509692668914795e-01;-1.557017087936401367e+00;-5.370860695838928223e-01;-1.323747754096984863e+00;-1.105054974555969238e+00;-9.384492039680480957e-01;-1.132936835289001465e+00;-6.144023537635803223e-01;-1.110799312591552734e+00;-5.084114670753479004e-01;-8.682633638381958008e-01;6.623640656471252441e-02;-6.044381260871887207e-01;2.073813527822494507e-01;-2.817798256874084473e-01;1.314521282911300659e-01;1.519054919481277466e-01;1.000000000000000000e+00
