5.746530890464782715e-01;1.461856905370950699e-02;4.967953860759735107e-01;-5.293418765068054199e-01;-6.155609488487243652e-01;1.099581718444824219e+00;1.308863401412963867e+00;-8.978118896484375000e-01;-5.548293516039848328e-02;-9.956419467926025391e-02;1.000000000000000000e+00
-8.684661984443664551e-01;-5.589378476142883301e-01;-6.619825959205627441e-01;1.753061175346374512e+00;1.770282864570617676e+00;1.823434680700302124e-01;-4.535661935806274414e-01;3.155463635921478271e-01;4.662604928016662598e-01;-4.582914710044860840e-01;1.000000000000000000e+00
-5.943979620933532715e-01;-3.649687469005584717e-01;-3.672094643115997314e-01;2.477633059024810791e-01;1.249046549201011658e-01;-3.531520664691925049e-01;-1.017149165272712708e-01;5.493343472480773926e-01;-4.589018523693084717e-01;2.643013298511505127e-01;1.000000000000000000e+00
-1.817246526479721069e-01;-7.690934836864471436e-02;4.593403637409210205e-01;-8.426021337509155273e-01;-8.890335559844970703e-01;7.007633894681930542e-02;5.333220362663269043e-01;-4.535261690616607666e-01;-8.939059972763061523e-01;-3.856735825538635254e-01;0.000000000000000000e+00
-7.343685030937194824e-01;-5.659722089767456055e-01;-1.006272554397583008e+00;7.797561287879943848e-01;1.029817223548889160e+00;5.197988748550415039e-01;3.207935392856597900e-02;-5.151246190071105957e-01;2.001967430114746094e+00;5.625471472740173340e-01;1.000000000000000000e+00
-8.750325441360473633e-01;-5.236302018165588379e-01;-5.341699719429016113e-01;1.165560841560363770e+00;9.625847935676574707e-01;3.698351681232452393e-01;-1.661325339227914810e-03;-2.475352585315704346e-01;-8.551966547966003418e-01;1.272880882024765015e-01;1.000000000000000000e+00
3.072234801948070526e-02;-7.012526690959930420e-02;4.394489824771881104e-01;-8.557920455932617188e-01;-6.400917172431945801e-01;5.708790421485900879e-01;6.047021746635437012e-01;-6.343393921852111816e-01;-8.841353654861450195e-01;-1.431127548217773438e+00;0.000000000000000000e+00
-7.785540223121643066e-01;-5.053779482841491699e-01;-1.133450269699096680e+00;6.137831807136535645e-01;3.556755483150482178e-01;-2.068916261196136475e-01;-3.520456254482269287e-01;-1.685065180063247681e-01;-4.356870055198669434e-01;-1.116254687309265137e+00;0.000000000000000000e+00
-4.603382647037506104e-01;-4.158574938774108887e-01;-4.046644866466522217e-01;6.530296057462692261e-02;4.337467544246464968e-04;4.626742005348205566e-01;2.630664110183715820e-01;6.230569481849670410e-01;-3.926039636135101318e-01;1.899305433034896851e-01;0.000000000000000000e+00
8.636445403099060059e-01;2.385583966970443726e-01;8.567444682121276855e-01;-1.146519541740417480e+00;-1.105267643928527832e+00;-1.029750227928161621e+00;1.050770759582519531e+00;4.101035296916961670e-01;-8.912518024444580078e-01;1.064074873924255371e+00;0.000000000000000000e+00
4.501387849450111389e-02;-2.290804833173751831e-01;-6.262204647064208984e-01;5.214537978172302246e-01;6.373250484466552734e-01;-4.400662481784820557e-01;-1.211883306503295898e+00;6.591406464576721191e-01;2.000544071197509766e+00;6.487733721733093262e-01;1.000000000000000000e+00
-7.670124769210815430e-01;-8.347837328910827637e-01;-1.593491077423095703e+00;2.043239116668701172e+00;2.003779411315917969e+00;4.392950236797332764e-01;6.634988635778427124e-02;-3.026911914348602295e-01;1.167425632476806641e+00;2.797428369522094727e-01;0.000000000000000000e+00
5.933735966682434082e-01;3.040435016155242920e-01;1.209287285804748535e+00;-5.689116120338439941e-01;-4.211319684982299805e-01;2.749492600560188293e-02;6.747774481773376465e-01;-4.133304953575134277e-01;-9.088696837425231934e-01;1.899802803993225098e+00;0.000000000000000000e+00
2.347127050161361694e-01;-1.183047294616699219e-01;6.087817251682281494e-02;-8.200693726539611816e-01;-7.345805764198303223e-01;1.770827323198318481e-01;-8.232961297035217285e-01;4.289205968379974365e-01;-6.658350825309753418e-01;3.705854415893554688e-01;0.000000000000000000e+00
-1.828384399414062500e-01;-2.550580203533172607e-01;-4.617992639541625977e-01;-6.090309023857116699e-01;-7.027814388275146484e-01;1.460210561752319336e+00;-9.667978286743164062e-01;-2.573916018009185791e-01;1.029482841491699219e+00;6.338002085685729980e-01;1.000000000000000000e+00
