-2.888149917125701904e-01;-2.481179833412170410e-01;1.442395448684692383e+00;1.954602599143981934e+00;1.680661320686340332e+00;1.715228915214538574e+00;1.489673495292663574e+00;5.039438605308532715e-01;1.045744895935058594e+00;1.346746087074279785e-01;-7.847290635108947754e-01;-8.724844455718994141e-01;-1.211017847061157227e+00;-7.260690629482269287e-02;-1.254097580909729004e+00;-6.745487451553344727e-01;-4.842166006565093994e-01;5.876731276512145996e-01;-1.701697111129760742e+00;1.594667792320251465e+00;-2.731544375419616699e-01;-1.437306880950927734e+00;4.211581349372863770e-01;1.848163083195686340e-02;7.212009429931640625e-01;1.125903353095054626e-01;-4.798624813556671143e-01;4.791064560413360596e-02;6.867763400077819824e-01;-9.144294857978820801e-01;4.022638797760009766e-01;3.271173834800720215e-01;-7.401788234710693359e-01;-1.042822897434234619e-01;2.849108353257179260e-02;2.314661026000976562e+00;-6.930972337722778320e-01;1.125393152236938477e+00;4.033825919032096863e-02;-1.281017184257507324e+00;1.000000000000000000e+00
4.065338373184204102e-01;9.947602152824401855e-01;1.399936676025390625e+00;8.905732631683349609e-01;9.414710402488708496e-01;9.030905961990356445e-01;6.398784518241882324e-01;3.566948175430297852e-01;3.352625668048858643e-01;-4.465684890747070312e-01;-1.471497654914855957e+00;-4.235090613365173340e-01;-1.562891602516174316e+00;-1.509600162506103516e+00;-9.319204688072204590e-01;1.052212342619895935e-01;-7.299129366874694824e-01;6.356375664472579956e-02;-1.004082441329956055e+00;1.227537870407104492e+00;-1.835160106420516968e-01;1.179667234420776367e+00;-1.046832561492919922e+00;5.436968803405761719e-01;-3.408482372760772705e-01;-9.740420579910278320e-01;9.682726263999938965e-01;-7.146487832069396973e-01;-2.896858751773834229e-01;7.352471947669982910e-01;-3.343623578548431396e-01;-4.710672050714492798e-02;-1.283945292234420776e-01;9.631482511758804321e-02;5.542322993278503418e-01;-8.440541028976440430e-01;-1.112367749214172363e+00;-1.862268894910812378e-01;1.673205941915512085e-01;5.358172655105590820e-01;0.000000000000000000e+00
1.002547144889831543e+00;-1.228666976094245911e-01;-3.160141706466674805e+00;-1.030392289161682129e+00;-1.246293902397155762e+00;6.835937500000000000e-01;-1.869981527328491211e+00;-6.287409067153930664e-01;-1.312578678131103516e+00;1.277345776557922363e+00;1.245455145835876465e+00;1.216227173805236816e+00;8.882966637611389160e-01;5.867194533348083496e-01;5.443708598613739014e-02;3.433305397629737854e-02;-2.984461784362792969e-01;-1.914083808660507202e-01;-2.981628179550170898e-01;-5.986983776092529297e-01;5.037119388580322266e-01;7.301869988441467285e-01;-3.027825057506561279e-01;1.792321801185607910e+00;5.189058780670166016e-01;-2.496204674243927002e-01;-7.229061722755432129e-01;-4.670645594596862793e-01;-1.819812178611755371e+00;1.097371339797973633e+00;1.109026908874511719e+00;-9.674956798553466797e-01;3.748473823070526123e-01;-8.565214872360229492e-01;-1.796723842620849609e+00;-7.635772824287414551e-01;3.650617301464080811e-01;-1.207488298416137695e+00;-9.950562119483947754e-01;9.726517796516418457e-01;2.000000000000000000e+00
1.032347798347473145e+00;1.804076194763183594e+00;-9.607743620872497559e-01;-3.448432087898254395e-01;-8.766987323760986328e-01;-4.468149840831756592e-01;-1.030067801475524902e+00;-5.324627161026000977e-01;-9.961454272270202637e-01;-1.889721304178237915e-01;-5.076119303703308105e-01;1.775819659233093262e+00;1.627827882766723633e+00;-2.923823595046997070e-01;1.576104283332824707e+00;1.215800419449806213e-01;-1.532920598983764648e+00;-1.559955775737762451e-01;1.744851708412170410e+00;7.192040681838989258e-01;-4.239150788635015488e-03;1.109030172228813171e-01;-1.760718584060668945e+00;-4.968239068984985352e-01;-3.610777556896209717e-01;1.682170391082763672e+00;8.872581124305725098e-01;7.213397622108459473e-01;2.388035297393798828e+00;-5.523053407669067383e-01;4.420815110206604004e-01;-8.258973956108093262e-01;1.529343605041503906e+00;-7.762826681137084961e-01;1.923143506050109863e+00;5.039326548576354980e-01;1.682769060134887695e+00;-6.968575716018676758e-01;-9.852883219718933105e-01;-7.151179313659667969e-01;2.000000000000000000e+00
-1.490775108337402344e+00;-1.517708450555801392e-01;1.552788496017456055e+00;6.620569229125976562e-01;8.460916280746459961e-01;1.150024533271789551e+00;3.286162614822387695e-01;1.132583856582641602e+00;1.860015690326690674e-01;2.208655595779418945e+00;-5.015876889228820801e-01;-1.236870288848876953e+00;-5.370901823043823242e-01;-1.036237716674804688e+00;-1.715058684349060059e+00;-6.690958142280578613e-01;-7.478907704353332520e-01;-9.563247561454772949e-01;-1.269840359687805176e+00;-8.999332189559936523e-01;7.029084563255310059e-01;9.599213600158691406e-01;9.339494109153747559e-01;3.830107301473617554e-02;-1.139913797378540039e+00;-3.099889159202575684e-01;8.771312832832336426e-01;-2.689971625804901123e-01;-7.829502820968627930e-01;6.044801473617553711e-01;5.385957285761833191e-02;-8.258973956108093262e-01;1.084251999855041504e-01;1.630882740020751953e+00;-3.186965286731719971e-01;-1.105603694915771484e+00;-1.092402458190917969e+00;-4.565607607364654541e-01;1.202715039253234863e+00;-2.385712116956710815e-01;1.000000000000000000e+00
3.767331540584564209e-01;8.887783288955688477e-01;1.416920185089111328e+00;-5.205664783716201782e-02;7.924407124519348145e-01;1.885339021682739258e+00;1.010428667068481445e+00;4.076656401157379150e-01;6.934888958930969238e-01;2.899404056370258331e-02;-3.329076766967773438e-01;-1.347487449645996094e+00;-7.100450396537780762e-01;-1.351812720298767090e+00;-1.080617547035217285e+00;-1.427054047584533691e+00;-2.505054175853729248e-01;1.698021441698074341e-01;-3.978220522403717041e-01;9.921981096267700195e-01;-4.239150788635015488e-03;-7.887754589319229126e-02;1.697898507118225098e-01;-2.490808516740798950e-01;4.177583158016204834e-01;8.973804116249084473e-01;1.545501351356506348e+00;-5.660982728004455566e-01;1.401506423950195312e+00;-1.437497735023498535e+00;8.004401922225952148e-01;8.530539274215698242e-01;1.026101708412170410e+00;-1.378074049949645996e+00;2.558000802993774414e+00;-5.020275712013244629e-01;-1.621482014656066895e+00;2.176691532135009766e+00;1.847394585609436035e+00;8.733711838722229004e-01;0.000000000000000000e+00
5.158029198646545410e-01;-3.830039799213409424e-01;4.403670728206634521e-01;3.121412694454193115e-01;4.407292008399963379e-01;-3.864533305168151855e-01;1.074657320976257324e+00;5.209341049194335938e-01;9.621586799621582031e-01;7.291277647018432617e-01;9.502651691436767578e-01;1.424447655677795410e+00;5.930600687861442566e-02;-5.234283208847045898e-01;-1.209488391876220703e+00;-1.268918871879577637e+00;-2.744758129119873047e-01;-3.613897860050201416e-01;-2.317233085632324219e-01;-1.370612621307373047e+00;2.276560783386230469e+00;4.604988098144531250e-01;1.084770321846008301e+00;-1.111226677894592285e+00;-2.161504030227661133e+00;4.848625361919403076e-01;8.723938465118408203e-02;2.855915129184722900e-01;5.659768581390380859e-01;5.340670943260192871e-01;7.108505368232727051e-01;1.257620573043823242e+00;-3.257443010807037354e-01;1.607597805559635162e-02;-4.575715661048889160e-01;-5.925640463829040527e-01;-9.413933753967285156e-02;2.443048655986785889e-01;-1.502985477447509766e+00;-3.008201345801353455e-02;1.000000000000000000e+00
-2.590143382549285889e-01;-8.165661692619323730e-01;-8.843484520912170410e-01;-7.447468042373657227e-01;-1.001884222030639648e+00;-1.116280317306518555e+00;-1.267219901084899902e+00;-4.191942512989044189e-01;-1.951415657997131348e+00;-8.296605348587036133e-01;-9.955790638923645020e-01;-6.057019829750061035e-01;1.365413546562194824e+00;5.810841321945190430e-01;1.779323697090148926e+00;1.457549571990966797e+00;1.103820919990539551e+00;2.477102875709533691e-01;-4.891763627529144287e-01;3.332469165325164795e-01;-1.010181546211242676e+00;-3.285888135433197021e-01;2.902361005544662476e-02;1.822051048278808594e+00;1.479807496070861816e+00;4.546782970428466797e-01;-1.026710748672485352e+00;-6.156151294708251953e-01;6.565764546394348145e-01;-5.623643398284912109e-01;-3.144535422325134277e-01;7.013414502143859863e-01;6.895524263381958008e-02;2.768522202968597412e-01;-4.674912095069885254e-01;4.938730299472808838e-01;-1.401864051818847656e+00;-7.168822884559631348e-01;1.632501363754272461e+00;1.982633024454116821e-01;0.000000000000000000e+00
-5.669544935226440430e-01;-5.853329896926879883e-01;3.639411628246307373e-01;9.076607227325439453e-02;-3.998017311096191406e-01;7.823673486709594727e-01;7.472762372344732285e-03;-3.568965792655944824e-01;1.009922146797180176e+00;-3.210728466510772705e-01;-5.076119303703308105e-01;-1.601256132125854492e+00;1.487654298543930054e-01;3.613087236881256104e-01;7.426337152719497681e-02;6.668737530708312988e-01;-1.845868825912475586e-01;-4.392979443073272705e-01;-2.183383464813232422e+00;1.491118311882019043e+00;8.622656464576721191e-01;9.898867011070251465e-01;-1.871320605278015137e+00;-2.490808516740798950e-01;-7.252089381217956543e-01;7.565206289291381836e-01;2.647846750915050507e-02;-2.095769643783569336e-01;-2.292861640453338623e-01;-5.221283435821533203e-01;3.226286172866821289e-01;1.045223116874694824e+00;3.255099654197692871e-01;3.613569214940071106e-02;5.244733691215515137e-01;-3.611931800842285156e-01;-3.237398564815521240e-01;-1.497846841812133789e+00;-1.561592817306518555e+00;2.479035854339599609e-01;0.000000000000000000e+00
-4.874860942363739014e-01;-3.348304033279418945e-01;-1.674082756042480469e+00;-1.316037654876708984e+00;-2.626938521862030029e-01;-1.643072724342346191e+00;-4.964755177497863770e-01;4.642998874187469482e-01;1.442085057497024536e-01;-3.045127727091312408e-02;1.649082303047180176e+00;6.450767815113067627e-02;1.001611948013305664e+00;9.642823934555053711e-01;1.089593619108200073e-01;2.197329103946685791e-01;2.109243422746658325e-01;2.122974991798400879e-01;-1.095436692237854004e+00;7.192040681838989258e-01;-1.518132686614990234e+00;-4.884040355682373047e-01;5.217054486274719238e-01;-4.274558424949645996e-01;1.014528751373291016e+00;6.357836723327636719e-01;7.859898805618286133e-01;7.114363908767700195e-01;-9.842827320098876953e-01;4.535950720310211182e-01;-2.577569708228111267e-02;-1.382176399230957031e+00;-1.184215784072875977e+00;-1.744912862777709961e-01;-2.094313144683837891e+00;-1.095544099807739258e+00;1.622873306274414062e+00;-1.167438745498657227e+00;-6.336449384689331055e-01;1.518694877624511719e+00;2.000000000000000000e+00
